DateTime,stage 1 feed conductivity (us/cm),stage 1 feed pressure (psi),stage 1 permeate flowrate (gpm),stage 1 permeate conductivity (us/cm),stage 1 concentrate flowrate (gpm),stage 1 concentrate pressure (psi),,stage2_ro_inlet_P (psi),stage2_ro_outlet_P (psi),stage2_feed_conductivity (us/cm),stage2_perm_conductivity (us/cm),stage2_feed_flow (gpm),stage2_perm_flow (gpm),stage3_ro_inlet_P (psi),stage3_ro_outlet_P (psi),stage3_feed_conductivity (us/cm),stage3_perm_conductivity (us/cm),stage3_feed_flow (gpm),stage3_perm_flow (gpm)
5/21/2019,892.2999878,126.0599976,1694.709961,22,1096.389954,113.5599976,,,,,,,,,,,,,
5/22/2019,986.6900024,125.7699966,1660.359985,23,1106.029999,113.3299942,,,,,,,,,,,,,
5/26/2019,998.0899658,120.6899948,1690.699951,24.02999878,1101.569977,108.2299957,,,,,,,,,,,,,
5/28/2019,941.8299561,118.909996,1694.579956,23.96999931,1086.209991,106.8299942,,,,,,,,,,,,,
5/29/2019,953.3999634,123.159996,1667,24.96999931,1102.579987,110.7299957,,,,,,,,,,,,,
6/7/2019,977.7999878,115.8999939,1693.569946,27,1093.73999,103.8799973,,,,,,,,,,,,,
6/8/2019,991.3699951,121.6999969,1672.849976,27.02999878,1096.559967,109.5699997,,,,,,,,,,,,,
6/9/2019,952.4400024,122.409996,1685.939941,26.02999878,1098.96994,110.1399994,,,,,,,,,,,,,
6/13/2019,920.1699829,117.7799988,1680.890015,24.02999878,1100.179993,105.3299942,,,,,,,,,,,,,
6/16/2019,952.9400024,113.3699951,1703.75,22.96999931,1085.519989,102.0199966,,,,,,,,,,,,,
6/17/2019,912.7999878,117.3399963,1684.02002,22,1088.889984,105.3899994,,,,,,,,,,,,,
6/18/2019,962.2099609,117.5799942,1684.159912,23.87999916,1093.389984,105.4599991,,,,,,,,,,,,,
6/19/2019,942.6399536,116.9599991,1685.839966,22.87999916,1090.799988,105.2099991,,,,,,,,,,,,,
6/20/2019,945.6300049,114.4599991,1678.919922,23,1097.690002,102.3799973,,,,,,,,,,,,,
6/21/2019,980.8399658,118.5400009,1668.279907,25,1093.649994,106.6699982,,,,,,,,,,,,,
6/22/2019,968.6399536,119.5599976,1664.459961,24,1100.509949,107.4899979,,,,,,,,,,,,,
6/23/2019,932.3699951,117.4899979,1680.969971,23.01999855,1096.709961,105.7099991,,,,,,,,,,,,,
6/24/2019,886.4699707,117.5999985,1670.619995,23,1095.72998,105.5499954,,,,,,,,,,,,,
6/29/2019,798.7600098,114.909996,1702.890015,20.12999916,1086.629974,103.0299988,,,,,,,,,,,,,
6/30/2019,726.3999634,115.4399948,1671.859985,18.96999931,1101.629974,102.9300003,,,,,,,,,,,,,
7/3/2019,849.5899658,111.2599945,1673.869995,23.96999931,1106.749969,98.93999481,,,,,,,,,,,,,
7/4/2019,884.3899536,113.2299957,1682.529907,24.96999931,1092.999969,101.1100006,,,,,,,,,,,,,
7/5/2019,849.2999878,116.5,1669.869995,23,1097,104.409996,,,,,,,,,,,,,
7/6/2019,838.2099609,114.4199982,1682.839966,23.01999855,1096.119995,102.3399963,,,,,,,,,,,,,
7/7/2019,911.4499512,117.2099991,1671.939941,24.12999916,1094.569977,105.1100006,,,,,,,,,,,,,
7/11/2019,697.7199707,81.00999451,1709.279907,23.12999916,1096.029968,69.56999969,,,,,,,,,,,,,
7/13/2019,878.7600098,95.25999451,1691.469971,25.87999916,1094.169983,83.83999634,,,,,,,,,,,,,
7/14/2019,852.6599731,96.22000122,1685.809937,25,1099.029968,84.61000061,,,,,,,,,,,,,
7/15/2019,749.2600098,4.670000076,0.389999986,67,0.239999987,4.989999771,,,,,,,,,,,,,
7/19/2019,763.9799805,4.599999905,0.409999996,0,0.249999993,4.759999752,,,,,,,,,,,,,
7/21/2019,689.3599854,5.71999979,0.389999986,28,0.199999996,6.039999962,,,,,,,,,,,,,
7/22/2019,639.7999878,7.039999962,0.399999976,28,0.129999999,7.5,,,,,,,,,,,,,
7/23/2019,624.5700073,5.420000076,0.399999976,67,0.17999999,5.759999752,,,,,,,,,,,,,
7/24/2019,660.8200073,91.97999573,1692.429932,16.96999931,1098.970001,79.90999603,,,,,,,,,,,,,
7/25/2019,477.2999878,7.799999714,0.409999996,21,0.18999999,8.119999886,,,,,,,,,,,,,
7/26/2019,250.0399933,7.869999886,0.399999976,14,0.159999991,8.130000114,,,,,,,,,,,,,
7/27/2019,732,96.3299942,1690.929932,27,1099.889954,84.65000153,,,,,,,,,,,,,
7/28/2019,804.5499878,97.18999481,1672.339966,28.01999855,1104.629974,85.33999634,,,,,,,,,,,,,
7/30/2019,455.3899841,91.16999817,1708.559937,18.97999954,1085.039978,79.51999664,,,,,,,,,,,,,
7/31/2019,658.1499634,100.1699982,1686.329956,21.97999954,1093.299988,88.22999573,,,,,,,,,,,,,
8/1/2019,913.6900024,91.08999634,1674.380005,30.96999931,1140.999969,80.02999878,,,,,,,,,,,,,
8/2/2019,866.6099854,102.409996,1691.299927,29.02999878,1091.549957,90.98999786,,,,,,,,,,,,,
8/3/2019,533.6199951,6.129999638,0.399999976,23,0.079999998,6.460000038,,,,,,,,,,,,,
8/4/2019,891.2699585,98.45999908,1664.75,27.97999954,1097.329987,86.79999542,,,,,,,,,,,,,
8/5/2019,825.3499756,97.06999969,1690.630005,24,1097.589996,85.58999634,,,,,,,,,,,,,
8/6/2019,816,5.089999676,0.409999996,55.02999878,0.229999993,5.359999657,,,,,,,,,,,,,
8/7/2019,847.5999756,5.339999676,0.399999976,33,0.219999991,5.559999943,,,,,,,,,,,,,
8/8/2019,942.3899536,5.199999809,0.409999996,80,0.159999996,5.429999828,,,,,,,,,,,,,
8/9/2019,0.179999992,4.75,0.429999977,41,0.239999995,5.019999981,,,,,,,,,,,,,
8/10/2019,954.8200073,5.230000019,0.399999976,100.8799973,0.20999999,5.46999979,,,,,,,,,,,,,
8/11/2019,934.1499634,90.73999786,1681.409912,27.96999931,1100.029999,79.31999969,,,,,,,,,,,,,
8/12/2019,921.7099609,4.779999733,0.399999976,200,0.259999998,5.069999695,,,,,,,,,,,,,
8/13/2019,884.2600098,5.210000038,0.429999977,40,0.210000001,5.480000019,,,,,,,,,,,,,
8/14/2019,0.119999997,7.25,0.399999976,29,0.189999998,7.559999943,,,,,,,,,,,,,
8/15/2019,0,4.940000057,0.409999996,200,0.199999988,5.239999771,,,,,,,,,,,,,
8/16/2019,0,4.75,0.389999986,200,0.219999995,5.019999981,,,,,,,,,,,,,
8/17/2019,966.7999878,8.63999939,0.399999976,69,0.219999991,8.880000114,,,,,,,,,,,,,
8/18/2019,945.2399902,9.289999962,0.399999976,69,0.18,9.519999504,,,,,,,,,,,,,
8/19/2019,893.8200073,7.029999733,1.689999938,200,1.139999956,7.259999752,,,,,,,,,,,,,
8/20/2019,918.7999878,99.19999695,1689.97998,30.97999954,1093.48996,87.47999573,,,,,,,,,,,,,
8/21/2019,852.3299561,101.7799988,1687.02002,28.12999916,1086.039978,90.16999817,,,,,,,,,,,,,
8/22/2019,0.340000004,4.859999657,0.409999996,36,0.359999985,5.109999657,,,,,,,,,,,,,
8/23/2019,965.7399902,103.4799957,1694.919922,31.02999878,1089.699982,91.94999695,,,,,,,,,,,,,
8/24/2019,982.9699707,104.0699997,1674.469971,30,1100.599976,92.50999451,,,,,,,,,,,,,
8/25/2019,930.1900024,106.7200012,1672.880005,28,1099.369934,95.19999695,,,,,,,,,,,,,
8/26/2019,830.9499512,108.8799973,1683.659912,25.01999855,1103.299957,96.8299942,,,,,,,,,,,,,
8/27/2019,944.9199829,108.5899963,1694.559937,27.02999878,1099.639954,97.00999451,,,,,,,,,,,,,
8/28/2019,971.0799561,108.8399963,1706.309937,32,1096.549957,97.26999664,,,,,,,,,,,,,
8/29/2019,827.7199707,108.8999939,1678.48999,19,1092.630005,96.90999603,,,,,,,,,,,,,
8/30/2019,936.4199829,106.5899963,1675.679932,28.87999916,1092.860016,95.11000061,,,,,,,,,,,,,
8/31/2019,959.2799683,107.7799988,1693.719971,29.02999878,1094.809937,96.50999451,,,,,,,,,,,,,
9/1/2019,943.3299561,105.9899979,1680.72998,28.12999916,1103.029968,94.31999969,,,,,,,,,,,,,
9/2/2019,909.4299927,8.470000267,0.389999986,78.97000122,0.209999993,8.819999695,,,,,,,,,,,,,
9/3/2019,922.039978,9.420000076,0.419999987,80.97000122,0.059999999,9.649999619,,,,,,,,,,,,,
9/4/2019,972.1699829,4.730000019,0.409999996,86,0.109999999,5,,,,,,,,,,,,,
9/5/2019,990,5.099999905,0.870000005,84,0.109999999,5.369999886,,,,,,,,,,,,,
9/6/2019,906.2600098,109.9700012,1665.709961,25.96999931,1130.819946,97.86999512,,,,,,,,,,,,,
9/7/2019,945.5599976,109.3999939,1660,26.96999931,1118.009949,97.25999451,,,,,,,,,,,,,
9/8/2019,928.3599854,107.7900009,1624.579956,26,1126.969971,95.95999908,,,,,,,,,,,,,
9/9/2019,891.2399902,110.0299988,1659.549927,24.02999878,1127.869995,98.19999695,,,,,,,,,,,,,
9/10/2019,900.5999756,110.5899963,1640.309937,23.96999931,1125.709991,98.38999939,,,,,,,,,,,,,
9/11/2019,965.5700073,110.4499969,1640.309937,25.02999878,1119.389984,98.36000061,,,,,,,,,,,,,
9/12/2019,958.3200073,109.0599976,1629.869995,27.96999931,1127.819977,97.0799942,,,,,,,,,,,,,
9/13/2019,972.25,108.5400009,1647.179932,28.96999931,1122.159973,96.93999481,,,,,,,,,,,,,
9/14/2019,973.3899536,110.6499939,1668.159912,28.02999878,1134.850006,98.84999847,,,,,,,,,,,,,
9/15/2019,921.5899658,109.3899994,1625.22998,26.87999916,1129.48996,97.72999573,,,,,,,,,,,,,
9/16/2019,897.7099609,110.2099991,1632.199951,24.96999931,1125.329987,98.15000153,,,,,,,,,,,,,
9/17/2019,942.2799683,111.659996,1681.719971,25.01999855,1118.539978,99.70999908,,,,,,,,,,,,,
9/18/2019,941.5,110.7799988,1639.48999,24.96999931,1129.249969,98.87999725,,,,,,,,,,,,,
9/19/2019,942.9599609,110.1999969,1637.969971,25,1130.48999,98.29999542,,,,,,,,,,,,,
9/20/2019,950.3399658,107.6399994,1648.039917,25,1111.660004,96.11000061,,,,,,,,,,,,,
9/21/2019,967.6499634,9.099999428,0.299999982,62.87999725,0.149999991,9.369999886,,,,,,,,,,,,,
9/22/2019,917.6099854,4.769999981,0.439999998,159.25,0.199999997,5,,,,,,,,,,,,,
9/23/2019,933.5499878,4.739999771,0.439999998,184,0.199999988,5.009999752,,,,,,,,,,,,,
10/12/2019,903.6499634,5.019999981,0.439999998,102,0.239999987,5.259999752,,,,,,,,,,,,,
10/13/2019,914.2199707,4.559999943,0.419999987,30,0.189999998,4.809999943,,,,,,,,,,,,,
10/15/2019,861.1999512,7.669999599,0.419999987,61.02999878,0.140000001,7.899999619,,,,,,,,,,,,,
10/16/2019,859.3099976,5.239999771,0.379999995,61,0.199999988,5.480000019,,,,,,,,,,,,,
10/17/2019,915.1499634,4.889999866,0.25,62,0.18999999,5.119999886,,,,,,,,,,,,,
10/18/2019,928.9199829,104.3199997,1673.849976,28.96999931,1100.849976,93.08999634,,,,,,,,,,,,,
10/19/2019,928.2999878,105.2099991,1692.159912,27,1095.559998,93.90000153,,,,,,,,,,,,,
10/20/2019,865.4599609,103.9799957,1676.939941,25.97999954,1095.359985,92.73999786,,,,,,,,,,,,,
10/22/2019,755.8999634,95.40000153,1700.949951,22,1099.159973,84.11999512,,,,,,,,,,,,,
10/23/2019,948.4899902,106.4300003,1680.319946,28,1104.179962,95.20999908,,,,,,,,,,,,,
10/25/2019,911.1799927,101.7699966,1694.380005,26.87999916,1101.23996,90.68999481,,,,,,,,,,,,,
10/26/2019,915.8399658,104.7999954,1666.699951,27,1086.559998,93.8299942,,,,,,,,,,,,,
10/27/2019,894.4299927,102.7200012,1717.549927,25.02999878,1094.339996,91.68999481,,,,,,,,,,,,,
10/28/2019,863.0799561,105.3999939,1702.409912,25,1101.219971,94.27999878,,,,,,,,,,,,,
10/29/2019,894.3200073,113.7799988,1681.47998,20,1088.399963,102.4799957,,,,,,,,,,,,,
10/31/2019,901.8399658,118.3999939,1672.149902,22.02999878,1110.130005,106.9899979,,,,,,,,,,,,,
11/1/2019,916.1799927,116.0599976,1660.73999,23,1100.369965,104.5799942,,,,,,,,,,,,,
11/2/2019,927.3099976,121.1399994,1683.319946,23.96999931,1113.929993,109.6199951,,,,,,,,,,,,,
11/3/2019,918.2199707,120.4699936,1692.329956,23,1108.399994,108.8799973,,,,,,,,,,,,,
11/4/2019,857.9400024,5.579999924,0.310000002,24,0.249999985,5.739999771,,,,,,,,,,,,,
11/5/2019,840.0100098,115.3199997,1694.279907,20,1096.879974,103.8600006,,,,,,,,,,,,,
11/6/2019,954.2699585,119.5499954,1696.23999,21.97999954,1095.699951,108.3099976,,,,,,,,,,,,,
11/1/2019,916.1799927,116.0599976,1660.73999,23,1100.369965,104.5799942,,,,,,,,,,,,,
11/2/2019,927.3099976,121.1399994,1683.319946,23.96999931,1113.929993,109.6199951,,,,,,,,,,,,,
11/3/2019,913.6799927,119.3299942,1699.119995,23,1095.799988,108.0099945,,,,,,,,,,,,,
11/4/2019,832.75,115.2699966,1688.439941,22.12999916,1102.699951,103.8399963,,,,,,,,,,,,,
11/5/2019,857.2199707,115.1499939,1705.409912,20.02999878,1095.429993,103.7599945,,,,,,,,,,,,,
11/6/2019,944.1999512,122.8099976,1670.27002,21,1109.809967,111.0400009,,,,,,,,,,,,,
11/7/2019,895.8599854,121.4300003,1662.649902,21,1107.359955,109.8299942,,,,,,,,,,,,,
11/8/2019,938.8299561,118.3199997,1681.209961,22.02999878,1107.96994,106.659996,,,,,,,,,,,,,
11/9/2019,936.9299927,121.5299988,1703.279907,21.12999916,1077.899963,110.2399979,,,,,,,,,,,,,
11/10/2019,898.2399902,121.4499969,1669.109985,18,1084.139954,109.9599991,,,,,,,,,,,,,
11/11/2019,886.4599609,122.2799988,1681.949951,18.96999931,1096.249939,110.7799988,,,,,,,,,,,,,
11/12/2019,910.0299683,120.3399963,1708.929932,18,1101.01001,108.6699982,,,,,,,,,,,,,
11/13/2019,864.9499512,121.5799942,1661.969971,16,1105.679993,109.5899963,,,,,,,,,,,,,
11/14/2019,951.0599976,120.8999939,1687.839966,17.96999931,1102.889954,109.1800003,,,,,,,,,,,,,
11/15/2019,911.4699707,121.3199997,1662.899902,17,1095.139984,109.7200012,,,,,,,,,,,,,
11/16/2019,931.4699707,127.3499985,1666.669922,21,1098.040009,115.7299957,,,,,,,,,,,,,
11/17/2019,923.0100098,127.6999969,1661.699951,22,1106.440002,115.9499969,,,,,,,,,,,,,
11/18/2019,860.1499634,121.6499939,1643.709961,20.96999931,1102.349976,110.0400009,,,,,,,,,,,,,
11/19/2019,953.9499512,126.6899948,1704.049927,23,1093.709991,114.9399948,,,,,,,,,,,,,
11/20/2019,961.0299683,124.25,1673.659912,25.02999878,1107.100006,112.7900009,,,,,,,,,,,,,
11/21/2019,926.4099731,129.5200043,1632.289917,22,1111.48999,118.1100006,,,,,,,,,,,,,
11/22/2019,894.2600098,129.1199951,1668.349976,22.12999916,1099.190002,117.3799973,,,,,,,,,,,,,
11/23/2019,775.6399536,5.049999714,0.379999995,10,0.209999993,5.21999979,,,,,,,,,,,,,
11/24/2019,776.5700073,4.880000114,0.409999996,11,0.269999996,5.069999695,,,,,,,,,,,,,
11/25/2019,661.2799683,5.380000114,0.199999988,26.87999916,0.189999998,5.529999733,,,,,,,,,,,,,
11/26/2019,0.059999999,4.859999657,0.439999998,30,0.399999976,5.099999905,,,,,,,,,,,,,
11/27/2019,0.029999999,4.829999924,0.439999998,31,0.18999999,5.049999714,,,,,,,,,,,,,
11/28/2019,0.02,4.809999943,0.439999998,31,0.299999982,5.009999752,,,,,,,,,,,,,
11/29/2019,800,4.799999714,0.439999998,31,0.269999996,4.980000019,,,,,,,,,,,,,
11/30/2019,752.6199951,4.769999981,0.439999998,31,0.249999985,4.96999979,,,,,,,,,,,,,
12/1/2019,707.9500122,4.799999714,0.439999998,31,0.299999982,4.989999771,,,,,,,,,,,,,
12/2/2019,748.1799927,5.269999981,0.439999998,27.87999916,0.279999986,5.460000038,,,,,,,,,,,,,
12/3/2019,819.8399658,4.880000114,0.409999996,38,0.359999985,5.079999924,,,,,,,,,,,,,
12/4/2019,818.3899536,4.869999886,0.439999998,37,0.249999985,5.049999714,,,,,,,,,,,,,
12/5/2019,842.6399536,115.2200012,1611.140015,19.02999878,1104.329956,103.8999939,,,,,,,,,,,,,
12/6/2019,733.7399902,120.3099976,1652.819946,16,1093.109955,108.3600006,,,,,,,,,,,,,
12/7/2019,1014.169983,127.8299942,1672.51001,22,1097.309967,116.3799973,,,,,,,,,,,,,
12/8/2019,955.7799683,128.5999908,1644.799927,20,1094.329987,116.7599945,,,,,,,,,,,,,
12/9/2019,847.5499878,129.2899933,1685.689941,18.02000046,1100.289978,117.3399963,,,,,,,,,,,,,
12/10/2019,955.5199585,126.9199982,1652.709961,24.12999916,1096.47998,115.3199997,,,,,,,,,,,,,
12/11/2019,983.5899658,123.6499939,1587.22998,22,1053.359955,113.1299973,,,,,,,,,,,,,
12/12/2019,836.9599609,122.7699966,1548.469971,20,1059.980011,111.9599991,,,,,,,,,,,,,
12/13/2019,984.8499756,127.3399963,1585.059937,21,1052.419983,116.5099945,,,,,,,,,,,,,
12/14/2019,979.8099976,124.7699966,1597.199951,21,1045.529938,113.9700012,,,,,,,,,,,,,
12/15/2019,988.3699951,125.6100006,1554.819946,21,1065.109955,114.75,,,,,,,,,,,,,
12/16/2019,955.789978,122.5199966,1601.689941,24,1047.689941,111.6999969,,,,,,,,,,,,,
12/17/2019,992.0799561,129.6699982,1555.969971,19.96999931,1057.049957,118.9799957,,,,,,,,,,,,,
12/18/2019,1076.169922,131.0299988,1563.23999,21,1049.899963,120.0599976,,,,,,,,,,,,,
12/19/2019,1040.089966,4.710000038,0.199999988,200,0.339999981,4.900000095,,,,,,,,,,,,,
12/20/2019,1030.289917,4.699999809,0.389999986,200,0.359999985,4.880000114,,,,,,,,,,,,,
12/21/2019,1016.589966,6.980000019,0.439999998,85,0.259999998,7.21999979,,,,,,,,,,,,,
12/22/2019,985.1900024,4.949999809,0.370000005,97,0.619999975,5.139999866,,,,,,,,,,,,,
12/23/2019,963.6099854,27.07999992,0.439999998,110.0299988,0.159999996,7.829999924,,,,,,,,,,,,,
12/24/2019,926.3200073,4.610000134,0.449999988,200,793.8399951,4.710000038,,,,,,,,,,,,,
12/25/2019,937.3899536,113.5199966,1683.279907,22.96999931,1092.73996,102.25,,,,,,,,,,,,,
12/26/2019,850.5199585,5.059999943,0.409999996,63,0.219999991,5.259999752,,,,,,,,,,,,,
12/27/2019,599.6599731,5.199999809,0.389999986,49,0.279999994,5.389999866,,,,,,,,,,,,,
12/28/2019,957.6599731,135.4799957,1627,21,1107.73999,123.1899948,,,,,,,,,,,,,
12/29/2019,938.9699707,135.8699951,1679.140015,21.97999954,1101.309967,123.8600006,,,,,,,,,,,,,
12/30/2019,937.9599609,140.1100006,1663.02002,18.02000046,1085.309937,128.1299896,,,,,,,,,,,,,
12/31/2019,961.8699951,137.8099976,1691,20,1086.230011,126.1299973,,,,,,,,,,,,,
1/1/2020,984.1099854,6.579999924,0.389999986,200,0.199999996,6.75,,,,,,,,,,,,,
1/2/2020,937.3899536,4.849999905,0.379999995,200,0.350000001,5.039999962,,,,,,,,,,,,,
1/3/2020,938.2599487,7.759999752,0.219999999,62,0.399999976,8,,,,,,,,,,,,,
1/4/2020,983.1099854,141.0699921,1649.069946,19.97999954,1099.019989,128.6499939,,,,,,,,,,,,,
1/5/2020,955.0899658,140.1299896,1664.289917,20.96999931,1092.849976,128.2299957,,,,,,,,,,,,,
1/6/2020,899.6699829,142.6600037,1680.349976,18.12999916,1099.160004,130.4100037,,,,,,,,,,,,,
1/7/2020,926.5299683,139.5200043,1660.789917,19.02999878,1090.019958,127.5599976,,,,,,,,,,,,,
1/8/2020,1025.469971,140.9899902,1663.72998,20.02999878,1081.419983,129.4499969,,,,,,,,,,,,,
1/9/2020,1043.179932,140.8699951,1652.189941,20.25,1085.330017,129.1399994,,,,,,,,,,,,,
1/10/2020,1034.910034,142.5,1658.659912,20.96999931,1083.669952,130.9400024,,,,,,,,,,,,,
1/11/2020,1007.169983,144.6100006,1609.27002,18,1073.720001,133.0800018,,,,,,,,,,,,,
1/12/2020,4.279999733,4.789999962,0.439999998,63,0.399999976,5,,,,,,,,,,,,,
1/13/2020,986.8699951,5.21999979,0.409999996,65,0.18,5.449999809,,,,,,,,,,,,,
1/14/2020,1045.51001,4.819999695,0.419999987,65,0.269999996,5.009999752,,,,,,,,,,,,,
1/15/2020,1038.049927,142.4499969,1670.109985,22.02999878,1091.259979,130.8099976,,,,,,,,,,,,,
1/16/2020,1038.689941,143.1699982,1651.219971,23.02999878,1087.630005,131.3600006,,,,,,,,,,,,,
1/17/2020,1034.669922,143.4299927,1541.919922,20,1072.999969,132.2799988,,,,,,,,,,,,,
1/18/2020,1080.309937,5.650000095,2.75999999,6,0.199999996,5.949999809,,,,,,,,,,,,,
1/19/2020,1003.73999,144.6499939,1600.909912,19,1072.809998,133.3899994,,,,,,,,,,,,,
1/20/2020,986.1999512,144.2799988,1621.02002,19,1081.409943,132.9199982,,,,,,,,,,,,,
1/21/2020,964.9199829,143.25,1615.339966,19.02999878,1075.720001,131.6699982,,,,,,,,,,,,,
1/22/2020,1047.140015,6.239999771,0.409999996,34,0.249999985,6.319999695,,,,,,,,,,,,,
1/23/2020,1035.039917,5.049999714,0.439999998,37,0.359999985,5.230000019,,,,,,,,,,,,,
1/24/2020,1019.880005,4.599999905,108.2799988,9,0.299999982,0,,,,,,,,,,,,,
1/25/2020,1033.429932,4.569999695,0.439999998,9,0.209999993,0.399999976,,,,,,,,,,,,,
1/26/2020,993.0199585,4.589999676,0.310000002,9,0.329999991,0.550000012,,,,,,,,,,,,,
1/27/2020,973.3999634,10.15999985,0.359999985,27.87999916,0.359999985,10.32999992,,,,,,,,,,,,,
1/28/2020,932.5099487,7.179999828,0.439999998,25,0.239999995,7.399999619,,,,,,,,,,,,,
1/29/2020,1046.130005,6.25,0.379999995,25,0.339999981,6.429999828,,,,,,,,,,,,,
1/30/2020,1033.189941,5.480000019,0.439999998,25.11999893,0.329999991,5.659999847,,,,,,,,,,,,,
1/31/2020,1000,4.940000057,0.429999977,20,0.189999998,5.139999866,,,,,,,,,,,,,
2/1/2020,1011.089966,142.8000031,1560.839966,23.96999931,1100.929962,131.3199921,,,,,,,,,,,,,
